Q,A
根据低通型抽样定理试讨论、何时出现的情况（为抽样频率，为信号的最高频率）？,当f_s=f_H时频谱前后相连，采用截止频率为f_H的理想低通滤波器可以还原出信号，当f_s大于等于f_H时频谱间有一些空隙，同样可以采用截止频率为f_H的理想低通滤波器还原出信号，在f_s<f_H时频谱产生重叠现象，此时还原不出原始信号。显然前两种可以不失真地还原出原始信号，考虑到理想低通无法实现因此实际可行的为f_s大于等于f_H
试比较冲击抽样、自然抽样和平顶抽样的异同点？,两种抽样后的频谱排列规律是一样的，但幅度有所不同，其中自然抽样后的频谱没有产生频谱失真，可以还原出原始信号。而平顶抽样后频谱产生了失真因此还原出的信号存在失真干扰，通常要采取均衡措施。
简述带通型信号的抽样不易采用低通型抽样定理进行抽样的原因？,带通型信号是指信号的带宽B<f_L的信号，该信号若采用低通型抽样定理进行抽样可以符合抽样要求，但将带来频谱利用不合理，抽样速率较高的现象，因此应采用带通型抽样定理进行抽样可以降低抽样速率。;简述为何要构造群同保护电路？试说明此电路工作在不同状态时所起的作用。;分析群同步系统可以看出，由于噪声和干扰的影响当有误码存在时，有漏同步的问题，另外由于信息码中也可能偶然出现群同步码，这样就产生假同步的问题。假同步和漏同步都使群同步系统不稳定和不可靠。为此要增加群同步的保护措施，以提高群同步的性能。这就是建立群同步电路的原因。常用的保护措施是将群同步保护电路的工作划分为两种状态，即捕捉态和维持态。捕捉态时，判决门限提高，减小假同步概率。维持态时，判决门限降，降低漏同步概率。
信源编码和信道编码有什么区别？为什么要进行信道编码？,信源编码是完成A/D转换。信道编码是将信源编码器输出的机内码转换成适合于在信道上传输的线路码，完成码型变换。
时分多路复用的概念是什么？,时分多路复用就是在一条信道的传输时间内，将若干路离散信号的脉冲序列，经过分组、压缩、循环排序，成为时间上互不重迭的多路信号一并传输的方式。
30/32路PCM设备的同步，监视，对告码组是如何安排的？,"同步码：帧同步码共7位“0011011”，安排在偶帧TS0的a_2到a_8码位。监视码：区分奇偶帧的监视码为1位“1”，安排在奇帧TS0的a2码位.对告码：帧失步对告码安排在奇帧TS0的a3码位,失步用“1”表示，同步用“0”表示。"
第23路信令在什么位置？,在F_8的TS16的后4bit
对某一话路来说，每秒抽样多少个样值？对于30/32路PCM基群端机来说，每秒钟共抽样多少次？,一路信号，每秒抽样8k次，对PCM基群来说，每秒共抽样30×8k=240k次
对于30/32路PCM基群端机来说，每秒钟共抽样多少次？,对PCM基群来说，每秒共抽样30×8k=240k次
定时系统要产生哪些脉冲信号？它们的作用如何？,CP主时钟脉冲：控制PCM设备的发送速率。D1~8位脉冲：用于编解码。 CH1~30路脉冲：用于抽样和分路。F0~F15 复帧脉冲：供信令信号用
什么是准同步复接和同步复接？,同步复接是指被复接各输入支路的时钟都 是由同一个总时钟统一供给，即各支路的时钟频率完全相等的复接方式。准同步复接是指参与复接的各低次群使用各自的时钟，但各支路的时钟在一定的容差范围内，这种复接方式在复接前必须将各支路的码速都调整到统一的规定值后才能复接。
说明正码速调整的含义,又称为“脉冲插入法”，是能过插入一些脉冲来调整各支路数码率，从而达到被复接的各支路的数码率完全一致的目的。
SDH与PDH相比有何优点：,1.1.5M和2M系列在STM-1等级上得到统一。2.采用模块化结构，方便网络的组建。 3.采用字节复用，适用交换技术发展。 4.帧结构中安排了大约占信息5%的维护管理比特，使网管功能大大加强。5.将标准光接口综合进多种不同网元。6.采用同步复用，上下电路方便 7.和现有的PDH能完全兼容，同时还能容纳各种新的业务信号。
简述PCM30/32路基群速率2Mb/s复接到STM-1的复接步骤,"标称速率为2Mb/s的信号先进入C-12，作适配处理后的C-12输出速率为2.224Mb/s，现加上VC-12POH便构成了VC-12,速率为2.24Mb/s.TU-12PTR用来指明VC-12相对于TU-12的相位，经速率调整后和相位对准后的TU-12，速率为2.304Mb/s。再经均匀的字节间插组成TUG-2（3×2.304Mb/s）,7个TUG-2经同样的单字节间插组成TUG-3（加上塞入字节后速率达49.536Mb/s）。然后由3个TUG-3经单字节间插并加上高阶POH和塞入字节后，构成VC-4净负荷，速率为150.336Mb/s,再加上0.576Mb/s的AU-4 PTR就组成AU-4，速率为150.912Mb/s，单个AU-4直接进入AUG，一个AUG加上容量为 4.608Mb/s的段开销即为STM-1的标称速率为155.52Mb/s。"
什么是奈奎斯特准则？什么是奈奎斯特速率？,为了得到无码间串扰的传输特性，系统传输函数不必须为矩形，而容许具有缓慢下降边沿的任何形状，只要此传输函数是实函数并且在f=W处奇对称，称为奈奎斯特准则。同时系统达到的单位带宽速率，称为奈奎斯特速率。
若消息码序列为1101001000001，试写出AMI和HDB3码的相应序列。,AMI：+1-10+100-100000+1（-1+10-100+100000-1）HDB3：+1-10+100-1000-v0+1（-1+10-100+1000+v00-1）
什么是码间串扰？它是怎样产生的？对通信质量有什么影响？,码间串扰是由于系统传输总特性不理想，导致前后码元的波形畸变、展宽，并使前面波形出现很长的拖尾，蔓延到当前码元的抽样时刻上，从而对当前码元的判决造成干扰。码间串扰严重时，会造成错误判决。
增量调制中会产生哪两种噪声，分别是怎样形成的，如何改善？,调制会产生两种噪声：一般噪声和过载量化噪声，前者是有在量化时抽样值与量化电平的误差产生的，后者是由于台阶信号的变化速度赶不上模拟信号的变化速度造成的，要改善前者可通过减小量化台阶，改善后者可通过增大采样频率来实现
什么叫奈奎斯特准则？,"奈奎斯特准则:(理想低通特性) 数字脉冲的传输速率f_b是等效理想低通信道截止率f_c的两倍，即以f_b=2f_c的速率传输信号时，可实现无码间干扰传输。当数字信号序列通过某一信道传输时，无码间干扰的极限速率是f_b=2f_c,信道最大传输利用率为2b/（s·Hz）"
AMI码的缺点是什么？,不能限制长连O和长连1，不利于时钟提取。
带限传输对数字信号有什么影响？码间干扰是怎样形成的？,理论上数字信息的频带为无穷大，这样无限带宽的信号通过实际的信道传输时，由于实际信道带宽有限，信号波形必然会产生失真，从而产生码间干扰.
怎样用示波器观察眼图，眼图恶化说明什么含义？,"示波器采用外同步，扫描同期必然为TB（码元同期）或TB的整数倍，这样，就在荧光屏上出现一个或几个接收到的均衡波形,由于示波器的余辉作用,使多个波形迭在一起，这样在荧光屏上显示类似人眼的图形。眼图恶化说明信噪 比降低，误码率增加。"
什么是调制？调制在通信系统中的作用是什么？,所谓调制，是指按调制信号的变化规律去控制高频载波的某个参数的过程。作用是：将基带信号变换成适合在信道中传输的已调信号。实现信道的多路复用。改善系统抗噪声性能。
什么是带通调制？带通调制的目的是什么？,用调制信号去调制一个载波，使载波的某个（些）参数随基带信号的变化规律去变化的过程称为带通调制。调制的目的是实现信号的频谱搬移，使信号适合信道的传输特性。
常用的数字键控方式用哪些？, ASK（幅度键控）：用基带数字信号对高频载波信号的幅度进行控制的方式。FSK（移频键控）：用基带数字信号对载波信号的频率进行控制的方式。2PSK（绝对移相键控）：用基带数字信号对载波的相位进行控制方式。2DPSK（相对移相键控）：2DPSK信号的产生方法和绝对移相一样，只需将输入码序列先变换为相对码序列，然后用此相对码去进行绝对移相，便可以获得 2DPSK信号。
